onset1	nucleus1	coda1	shape1	onset2	nucleus2	coda2	shape2	shape	syllable.contact.code	transcription
d	aʊ	ŋ	CVC	t	ɛ	t	CVC	CVC.CVC	-NPA	daʊŋtɛt
d	aʊ	ŋ	CVC	t	ɛ	k	CVC	CVC.CVC	-NPA	daʊŋtɛk
d	aʊ	ŋ	CVC	t	ɛ	s	CVC	CVC.CVC	-NPA	daʊŋtɛs
d	aʊ	ŋ	CVC	t	æ	m	CVC	CVC.CVC	-NPA	daʊŋtæm
d	aʊ	ŋ	CVC	t	æ	n	CVC	CVC.CVC	-NPA	daʊŋtæn
d	aʊ	ŋ	CVC	t	æ	p	CVC	CVC.CVC	-NPA	daʊŋtæp
d	aʊ	ŋ	CVC	t	æ	t	CVC	CVC.CVC	-NPA	daʊŋtæt
d	aʊ	ŋ	CVC	t	æ	k	CVC	CVC.CVC	-NPA	daʊŋtæk
d	aʊ	ŋ	CVC	t	æ	s	CVC	CVC.CVC	-NPA	daʊŋtæs
d	aʊ	ŋ	CVC	k	ɪ	m	CVC	CVC.CVC	+NPA	daʊŋkɪm
d	aʊ	ŋ	CVC	k	ɪ	n	CVC	CVC.CVC	+NPA	daʊŋkɪn
d	aʊ	ŋ	CVC	k	ɪ	p	CVC	CVC.CVC	+NPA	daʊŋkɪp
d	aʊ	ŋ	CVC	k	ɪ	t	CVC	CVC.CVC	+NPA	daʊŋkɪt
d	aʊ	ŋ	CVC	k	ɪ	k	CVC	CVC.CVC	+NPA	daʊŋkɪk
d	aʊ	ŋ	CVC	k	ɪ	s	CVC	CVC.CVC	+NPA	daʊŋkɪs
d	aʊ	ŋ	CVC	k	ʊ	m	CVC	CVC.CVC	+NPA	daʊŋkʊm
d	aʊ	ŋ	CVC	k	ʊ	n	CVC	CVC.CVC	+NPA	daʊŋkʊn
d	aʊ	ŋ	CVC	k	ʊ	p	CVC	CVC.CVC	+NPA	daʊŋkʊp
d	aʊ	ŋ	CVC	k	ʊ	t	CVC	CVC.CVC	+NPA	daʊŋkʊt
d	aʊ	ŋ	CVC	k	ʊ	k	CVC	CVC.CVC	+NPA	daʊŋkʊk
d	aʊ	ŋ	CVC	k	ʊ	s	CVC	CVC.CVC	+NPA	daʊŋkʊs
d	aʊ	ŋ	CVC	k	ɛ	m	CVC	CVC.CVC	+NPA	daʊŋkɛm
d	aʊ	ŋ	CVC	k	ɛ	n	CVC	CVC.CVC	+NPA	daʊŋkɛn
d	aʊ	ŋ	CVC	k	ɛ	p	CVC	CVC.CVC	+NPA	daʊŋkɛp
d	aʊ	ŋ	CVC	k	ɛ	t	CVC	CVC.CVC	+NPA	daʊŋkɛt
d	aʊ	ŋ	CVC	k	ɛ	k	CVC	CVC.CVC	+NPA	daʊŋkɛk
d	aʊ	ŋ	CVC	k	ɛ	s	CVC	CVC.CVC	+NPA	daʊŋkɛs
d	aʊ	ŋ	CVC	k	æ	m	CVC	CVC.CVC	+NPA	daʊŋkæm
d	aʊ	ŋ	CVC	k	æ	n	CVC	CVC.CVC	+NPA	daʊŋkæn
d	aʊ	ŋ	CVC	k	æ	p	CVC	CVC.CVC	+NPA	daʊŋkæp
d	aʊ	ŋ	CVC	k	æ	t	CVC	CVC.CVC	+NPA	daʊŋkæt
d	aʊ	ŋ	CVC	k	æ	k	CVC	CVC.CVC	+NPA	daʊŋkæk
d	aʊ	ŋ	CVC	k	æ	s	CVC	CVC.CVC	+NPA	daʊŋkæs
d	aʊ	ŋ	CVC	b	ɪ	m	CVC	CVC.CVC	-NPA	daʊŋbɪm
d	aʊ	ŋ	CVC	b	ɪ	n	CVC	CVC.CVC	-NPA	daʊŋbɪn
d	aʊ	ŋ	CVC	b	ɪ	p	CVC	CVC.CVC	-NPA	daʊŋbɪp
d	aʊ	ŋ	CVC	b	ɪ	t	CVC	CVC.CVC	-NPA	daʊŋbɪt
d	aʊ	ŋ	CVC	b	ɪ	k	CVC	CVC.CVC	-NPA	daʊŋbɪk
d	aʊ	ŋ	CVC	b	ɪ	s	CVC	CVC.CVC	-NPA	daʊŋbɪs
d	aʊ	ŋ	CVC	b	ʊ	m	CVC	CVC.CVC	-NPA	daʊŋbʊm
d	aʊ	ŋ	CVC	b	ʊ	n	CVC	CVC.CVC	-NPA	daʊŋbʊn
d	aʊ	ŋ	CVC	b	ʊ	p	CVC	CVC.CVC	-NPA	daʊŋbʊp
d	aʊ	ŋ	CVC	b	ʊ	t	CVC	CVC.CVC	-NPA	daʊŋbʊt
d	aʊ	ŋ	CVC	b	ʊ	k	CVC	CVC.CVC	-NPA	daʊŋbʊk
d	aʊ	ŋ	CVC	b	ʊ	s	CVC	CVC.CVC	-NPA	daʊŋbʊs
d	aʊ	ŋ	CVC	b	ɛ	m	CVC	CVC.CVC	-NPA	daʊŋbɛm
d	aʊ	ŋ	CVC	b	ɛ	n	CVC	CVC.CVC	-NPA	daʊŋbɛn
d	aʊ	ŋ	CVC	b	ɛ	p	CVC	CVC.CVC	-NPA	daʊŋbɛp
d	aʊ	ŋ	CVC	b	ɛ	t	CVC	CVC.CVC	-NPA	daʊŋbɛt
d	aʊ	ŋ	CVC	b	ɛ	k	CVC	CVC.CVC	-NPA	daʊŋbɛk
d	aʊ	ŋ	CVC	b	ɛ	s	CVC	CVC.CVC	-NPA	daʊŋbɛs
d	aʊ	ŋ	CVC	b	æ	m	CVC	CVC.CVC	-NPA	daʊŋbæm
d	aʊ	ŋ	CVC	b	æ	n	CVC	CVC.CVC	-NPA	daʊŋbæn
d	aʊ	ŋ	CVC	b	æ	p	CVC	CVC.CVC	-NPA	daʊŋbæp
d	aʊ	ŋ	CVC	b	æ	t	CVC	CVC.CVC	-NPA	daʊŋbæt
d	aʊ	ŋ	CVC	b	æ	k	CVC	CVC.CVC	-NPA	daʊŋbæk
d	aʊ	ŋ	CVC	b	æ	s	CVC	CVC.CVC	-NPA	daʊŋbæs
d	aʊ	ŋ	CVC	g	ɪ	m	CVC	CVC.CVC	+NPA	daʊŋgɪm
d	aʊ	ŋ	CVC	g	ɪ	n	CVC	CVC.CVC	+NPA	daʊŋgɪn
d	aʊ	ŋ	CVC	g	ɪ	p	CVC	CVC.CVC	+NPA	daʊŋgɪp
d	aʊ	ŋ	CVC	g	ɪ	t	CVC	CVC.CVC	+NPA	daʊŋgɪt
d	aʊ	ŋ	CVC	g	ɪ	k	CVC	CVC.CVC	+NPA	daʊŋgɪk
d	aʊ	ŋ	CVC	g	ɪ	s	CVC	CVC.CVC	+NPA	daʊŋgɪs
d	aʊ	ŋ	CVC	g	ʊ	m	CVC	CVC.CVC	+NPA	daʊŋgʊm
d	aʊ	ŋ	CVC	g	ʊ	n	CVC	CVC.CVC	+NPA	daʊŋgʊn
d	aʊ	ŋ	CVC	g	ʊ	p	CVC	CVC.CVC	+NPA	daʊŋgʊp
d	aʊ	ŋ	CVC	g	ʊ	t	CVC	CVC.CVC	+NPA	daʊŋgʊt
d	aʊ	ŋ	CVC	g	ʊ	k	CVC	CVC.CVC	+NPA	daʊŋgʊk
d	aʊ	ŋ	CVC	g	ʊ	s	CVC	CVC.CVC	+NPA	daʊŋgʊs
d	aʊ	ŋ	CVC	g	ɛ	m	CVC	CVC.CVC	+NPA	daʊŋgɛm
d	aʊ	ŋ	CVC	g	ɛ	n	CVC	CVC.CVC	+NPA	daʊŋgɛn
d	aʊ	ŋ	CVC	g	ɛ	p	CVC	CVC.CVC	+NPA	daʊŋgɛp
d	aʊ	ŋ	CVC	g	ɛ	t	CVC	CVC.CVC	+NPA	daʊŋgɛt
d	aʊ	ŋ	CVC	g	ɛ	k	CVC	CVC.CVC	+NPA	daʊŋgɛk
d	aʊ	ŋ	CVC	g	ɛ	s	CVC	CVC.CVC	+NPA	daʊŋgɛs
d	aʊ	ŋ	CVC	g	æ	m	CVC	CVC.CVC	+NPA	daʊŋgæm
d	aʊ	ŋ	CVC	g	æ	n	CVC	CVC.CVC	+NPA	daʊŋgæn
d	aʊ	ŋ	CVC	g	æ	p	CVC	CVC.CVC	+NPA	daʊŋgæp
d	aʊ	ŋ	CVC	g	æ	t	CVC	CVC.CVC	+NPA	daʊŋgæt
d	aʊ	ŋ	CVC	g	æ	k	CVC	CVC.CVC	+NPA	daʊŋgæk
d	aʊ	ŋ	CVC	g	æ	s	CVC	CVC.CVC	+NPA	daʊŋgæs
d	aʊ	ŋ	CVC	s	ɪ	m	CVC	CVC.CVC	-NPA	daʊŋsɪm
d	aʊ	ŋ	CVC	s	ɪ	n	CVC	CVC.CVC	-NPA	daʊŋsɪn
d	aʊ	ŋ	CVC	s	ɪ	p	CVC	CVC.CVC	-NPA	daʊŋsɪp
d	aʊ	ŋ	CVC	s	ɪ	t	CVC	CVC.CVC	-NPA	daʊŋsɪt
d	aʊ	ŋ	CVC	s	ɪ	k	CVC	CVC.CVC	-NPA	daʊŋsɪk
d	aʊ	ŋ	CVC	s	ɪ	s	CVC	CVC.CVC	-NPA	daʊŋsɪs
d	aʊ	ŋ	CVC	s	ʊ	m	CVC	CVC.CVC	-NPA	daʊŋsʊm
d	aʊ	ŋ	CVC	s	ʊ	n	CVC	CVC.CVC	-NPA	daʊŋsʊn
d	aʊ	ŋ	CVC	s	ʊ	p	CVC	CVC.CVC	-NPA	daʊŋsʊp
d	aʊ	ŋ	CVC	s	ʊ	t	CVC	CVC.CVC	-NPA	daʊŋsʊt
d	aʊ	ŋ	CVC	s	ʊ	k	CVC	CVC.CVC	-NPA	daʊŋsʊk
d	aʊ	ŋ	CVC	s	ʊ	s	CVC	CVC.CVC	-NPA	daʊŋsʊs
d	aʊ	ŋ	CVC	s	ɛ	m	CVC	CVC.CVC	-NPA	daʊŋsɛm
d	aʊ	ŋ	CVC	s	ɛ	n	CVC	CVC.CVC	-NPA	daʊŋsɛn
d	aʊ	ŋ	CVC	s	ɛ	p	CVC	CVC.CVC	-NPA	daʊŋsɛp
d	aʊ	ŋ	CVC	s	ɛ	t	CVC	CVC.CVC	-NPA	daʊŋsɛt
d	aʊ	ŋ	CVC	s	ɛ	k	CVC	CVC.CVC	-NPA	daʊŋsɛk
d	aʊ	ŋ	CVC	s	ɛ	s	CVC	CVC.CVC	-NPA	daʊŋsɛs
d	aʊ	ŋ	CVC	s	æ	m	CVC	CVC.CVC	-NPA	daʊŋsæm
d	aʊ	ŋ	CVC	s	æ	n	CVC	CVC.CVC	-NPA	daʊŋsæn
d	aʊ	ŋ	CVC	s	æ	p	CVC	CVC.CVC	-NPA	daʊŋsæp
d	aʊ	ŋ	CVC	s	æ	t	CVC	CVC.CVC	-NPA	daʊŋsæt
d	aʊ	ŋ	CVC	s	æ	k	CVC	CVC.CVC	-NPA	daʊŋsæk
d	aʊ	ŋ	CVC	s	æ	s	CVC	CVC.CVC	-NPA	daʊŋsæs
d	aʊ	p	CVC	t	ɪ	m	CVC	CVC.CVC	+OVA	daʊptɪm
d	aʊ	p	CVC	t	ɪ	n	CVC	CVC.CVC	+OVA	daʊptɪn
d	aʊ	p	CVC	t	ɪ	ŋ	CVC	CVC.CVC	+OVA	daʊptɪŋ
d	aʊ	p	CVC	t	ɪ	t	CVC	CVC.CVC	+OVA	daʊptɪt
d	aʊ	p	CVC	t	ɪ	k	CVC	CVC.CVC	+OVA	daʊptɪk
d	aʊ	p	CVC	t	ɪ	s	CVC	CVC.CVC	+OVA	daʊptɪs
d	aʊ	p	CVC	t	ʊ	m	CVC	CVC.CVC	+OVA	daʊptʊm
d	aʊ	p	CVC	t	ʊ	n	CVC	CVC.CVC	+OVA	daʊptʊn
d	aʊ	p	CVC	t	ʊ	ŋ	CVC	CVC.CVC	+OVA	daʊptʊŋ
d	aʊ	p	CVC	t	ʊ	t	CVC	CVC.CVC	+OVA	daʊptʊt
d	aʊ	p	CVC	t	ʊ	k	CVC	CVC.CVC	+OVA	daʊptʊk
d	aʊ	p	CVC	t	ʊ	s	CVC	CVC.CVC	+OVA	daʊptʊs
d	aʊ	p	CVC	t	ɛ	m	CVC	CVC.CVC	+OVA	daʊptɛm
d	aʊ	p	CVC	t	ɛ	n	CVC	CVC.CVC	+OVA	daʊptɛn
d	aʊ	p	CVC	t	ɛ	ŋ	CVC	CVC.CVC	+OVA	daʊptɛŋ
d	aʊ	p	CVC	t	ɛ	t	CVC	CVC.CVC	+OVA	daʊptɛt
d	aʊ	p	CVC	t	ɛ	k	CVC	CVC.CVC	+OVA	daʊptɛk
d	aʊ	p	CVC	t	ɛ	s	CVC	CVC.CVC	+OVA	daʊptɛs
d	aʊ	p	CVC	t	æ	m	CVC	CVC.CVC	+OVA	daʊptæm
d	aʊ	p	CVC	t	æ	n	CVC	CVC.CVC	+OVA	daʊptæn
d	aʊ	p	CVC	t	æ	ŋ	CVC	CVC.CVC	+OVA	daʊptæŋ
d	aʊ	p	CVC	t	æ	t	CVC	CVC.CVC	+OVA	daʊptæt
d	aʊ	p	CVC	t	æ	k	CVC	CVC.CVC	+OVA	daʊptæk
d	aʊ	p	CVC	t	æ	s	CVC	CVC.CVC	+OVA	daʊptæs
d	aʊ	p	CVC	k	ɪ	m	CVC	CVC.CVC	+OVA	daʊpkɪm
d	aʊ	p	CVC	k	ɪ	n	CVC	CVC.CVC	+OVA	daʊpkɪn
d	aʊ	p	CVC	k	ɪ	ŋ	CVC	CVC.CVC	+OVA	daʊpkɪŋ
d	aʊ	p	CVC	k	ɪ	t	CVC	CVC.CVC	+OVA	daʊpkɪt
d	aʊ	p	CVC	k	ɪ	k	CVC	CVC.CVC	+OVA	daʊpkɪk
d	aʊ	p	CVC	k	ɪ	s	CVC	CVC.CVC	+OVA	daʊpkɪs
d	aʊ	p	CVC	k	ʊ	m	CVC	CVC.CVC	+OVA	daʊpkʊm
d	aʊ	p	CVC	k	ʊ	n	CVC	CVC.CVC	+OVA	daʊpkʊn
d	aʊ	p	CVC	k	ʊ	ŋ	CVC	CVC.CVC	+OVA	daʊpkʊŋ
d	aʊ	p	CVC	k	ʊ	t	CVC	CVC.CVC	+OVA	daʊpkʊt
d	aʊ	p	CVC	k	ʊ	k	CVC	CVC.CVC	+OVA	daʊpkʊk
d	aʊ	p	CVC	k	ʊ	s	CVC	CVC.CVC	+OVA	daʊpkʊs
d	aʊ	p	CVC	k	ɛ	m	CVC	CVC.CVC	+OVA	daʊpkɛm
d	aʊ	p	CVC	k	ɛ	n	CVC	CVC.CVC	+OVA	daʊpkɛn
d	aʊ	p	CVC	k	ɛ	ŋ	CVC	CVC.CVC	+OVA	daʊpkɛŋ
d	aʊ	p	CVC	k	ɛ	t	CVC	CVC.CVC	+OVA	daʊpkɛt
d	aʊ	p	CVC	k	ɛ	k	CVC	CVC.CVC	+OVA	daʊpkɛk
d	aʊ	p	CVC	k	ɛ	s	CVC	CVC.CVC	+OVA	daʊpkɛs
d	aʊ	p	CVC	k	æ	m	CVC	CVC.CVC	+OVA	daʊpkæm
d	aʊ	p	CVC	k	æ	n	CVC	CVC.CVC	+OVA	daʊpkæn
d	aʊ	p	CVC	k	æ	ŋ	CVC	CVC.CVC	+OVA	daʊpkæŋ
d	aʊ	p	CVC	k	æ	t	CVC	CVC.CVC	+OVA	daʊpkæt
d	aʊ	p	CVC	k	æ	k	CVC	CVC.CVC	+OVA	daʊpkæk
d	aʊ	p	CVC	k	æ	s	CVC	CVC.CVC	+OVA	daʊpkæs
d	aʊ	p	CVC	b	ɪ	m	CVC	CVC.CVC	-OVA	daʊpbɪm
d	aʊ	p	CVC	b	ɪ	n	CVC	CVC.CVC	-OVA	daʊpbɪn
d	aʊ	p	CVC	b	ɪ	ŋ	CVC	CVC.CVC	-OVA	daʊpbɪŋ
d	aʊ	p	CVC	b	ɪ	t	CVC	CVC.CVC	-OVA	daʊpbɪt
d	aʊ	p	CVC	b	ɪ	k	CVC	CVC.CVC	-OVA	daʊpbɪk
d	aʊ	p	CVC	b	ɪ	s	CVC	CVC.CVC	-OVA	daʊpbɪs
d	aʊ	p	CVC	b	ʊ	m	CVC	CVC.CVC	-OVA	daʊpbʊm
d	aʊ	p	CVC	b	ʊ	n	CVC	CVC.CVC	-OVA	daʊpbʊn
d	aʊ	p	CVC	b	ʊ	ŋ	CVC	CVC.CVC	-OVA	daʊpbʊŋ
d	aʊ	p	CVC	b	ʊ	t	CVC	CVC.CVC	-OVA	daʊpbʊt
d	aʊ	p	CVC	b	ʊ	k	CVC	CVC.CVC	-OVA	daʊpbʊk
d	aʊ	p	CVC	b	ʊ	s	CVC	CVC.CVC	-OVA	daʊpbʊs
d	aʊ	p	CVC	b	ɛ	m	CVC	CVC.CVC	-OVA	daʊpbɛm
d	aʊ	p	CVC	b	ɛ	n	CVC	CVC.CVC	-OVA	daʊpbɛn
d	aʊ	p	CVC	b	ɛ	ŋ	CVC	CVC.CVC	-OVA	daʊpbɛŋ
d	aʊ	p	CVC	b	ɛ	t	CVC	CVC.CVC	-OVA	daʊpbɛt
d	aʊ	p	CVC	b	ɛ	k	CVC	CVC.CVC	-OVA	daʊpbɛk
d	aʊ	p	CVC	b	ɛ	s	CVC	CVC.CVC	-OVA	daʊpbɛs
d	aʊ	p	CVC	b	æ	m	CVC	CVC.CVC	-OVA	daʊpbæm
d	aʊ	p	CVC	b	æ	n	CVC	CVC.CVC	-OVA	daʊpbæn
d	aʊ	p	CVC	b	æ	ŋ	CVC	CVC.CVC	-OVA	daʊpbæŋ
d	aʊ	p	CVC	b	æ	t	CVC	CVC.CVC	-OVA	daʊpbæt
d	aʊ	p	CVC	b	æ	k	CVC	CVC.CVC	-OVA	daʊpbæk
d	aʊ	p	CVC	b	æ	s	CVC	CVC.CVC	-OVA	daʊpbæs
d	aʊ	p	CVC	g	ɪ	m	CVC	CVC.CVC	-OVA	daʊpgɪm
d	aʊ	p	CVC	g	ɪ	n	CVC	CVC.CVC	-OVA	daʊpgɪn
d	aʊ	p	CVC	g	ɪ	ŋ	CVC	CVC.CVC	-OVA	daʊpgɪŋ
d	aʊ	p	CVC	g	ɪ	t	CVC	CVC.CVC	-OVA	daʊpgɪt
d	aʊ	p	CVC	g	ɪ	k	CVC	CVC.CVC	-OVA	daʊpgɪk
d	aʊ	p	CVC	g	ɪ	s	CVC	CVC.CVC	-OVA	daʊpgɪs
d	aʊ	p	CVC	g	ʊ	m	CVC	CVC.CVC	-OVA	daʊpgʊm
d	aʊ	p	CVC	g	ʊ	n	CVC	CVC.CVC	-OVA	daʊpgʊn
d	aʊ	p	CVC	g	ʊ	ŋ	CVC	CVC.CVC	-OVA	daʊpgʊŋ
d	aʊ	p	CVC	g	ʊ	t	CVC	CVC.CVC	-OVA	daʊpgʊt
d	aʊ	p	CVC	g	ʊ	k	CVC	CVC.CVC	-OVA	daʊpgʊk
d	aʊ	p	CVC	g	ʊ	s	CVC	CVC.CVC	-OVA	daʊpgʊs
d	aʊ	p	CVC	g	ɛ	m	CVC	CVC.CVC	-OVA	daʊpgɛm
d	aʊ	p	CVC	g	ɛ	n	CVC	CVC.CVC	-OVA	daʊpgɛn
d	aʊ	p	CVC	g	ɛ	ŋ	CVC	CVC.CVC	-OVA	daʊpgɛŋ
d	aʊ	p	CVC	g	ɛ	t	CVC	CVC.CVC	-OVA	daʊpgɛt
d	aʊ	p	CVC	g	ɛ	k	CVC	CVC.CVC	-OVA	daʊpgɛk
d	aʊ	p	CVC	g	ɛ	s	CVC	CVC.CVC	-OVA	daʊpgɛs
d	aʊ	p	CVC	g	æ	m	CVC	CVC.CVC	-OVA	daʊpgæm
d	aʊ	p	CVC	g	æ	n	CVC	CVC.CVC	-OVA	daʊpgæn
d	aʊ	p	CVC	g	æ	ŋ	CVC	CVC.CVC	-OVA	daʊpgæŋ
d	aʊ	p	CVC	g	æ	t	CVC	CVC.CVC	-OVA	daʊpgæt
d	aʊ	p	CVC	g	æ	k	CVC	CVC.CVC	-OVA	daʊpgæk
d	aʊ	p	CVC	g	æ	s	CVC	CVC.CVC	-OVA	daʊpgæs
d	aʊ	p	CVC	s	ɪ	m	CVC	CVC.CVC	+OVA	daʊpsɪm
d	aʊ	p	CVC	s	ɪ	n	CVC	CVC.CVC	+OVA	daʊpsɪn
d	aʊ	p	CVC	s	ɪ	ŋ	CVC	CVC.CVC	+OVA	daʊpsɪŋ
d	aʊ	p	CVC	s	ɪ	t	CVC	CVC.CVC	+OVA	daʊpsɪt
d	aʊ	p	CVC	s	ɪ	k	CVC	CVC.CVC	+OVA	daʊpsɪk
d	aʊ	p	CVC	s	ɪ	s	CVC	CVC.CVC	+OVA	daʊpsɪs
d	aʊ	p	CVC	s	ʊ	m	CVC	CVC.CVC	+OVA	daʊpsʊm
d	aʊ	p	CVC	s	ʊ	n	CVC	CVC.CVC	+OVA	daʊpsʊn
d	aʊ	p	CVC	s	ʊ	ŋ	CVC	CVC.CVC	+OVA	daʊpsʊŋ
d	aʊ	p	CVC	s	ʊ	t	CVC	CVC.CVC	+OVA	daʊpsʊt
d	aʊ	p	CVC	s	ʊ	k	CVC	CVC.CVC	+OVA	daʊpsʊk
d	aʊ	p	CVC	s	ʊ	s	CVC	CVC.CVC	+OVA	daʊpsʊs
d	aʊ	p	CVC	s	ɛ	m	CVC	CVC.CVC	+OVA	daʊpsɛm
d	aʊ	p	CVC	s	ɛ	n	CVC	CVC.CVC	+OVA	daʊpsɛn
d	aʊ	p	CVC	s	ɛ	ŋ	CVC	CVC.CVC	+OVA	daʊpsɛŋ
d	aʊ	p	CVC	s	ɛ	t	CVC	CVC.CVC	+OVA	daʊpsɛt
d	aʊ	p	CVC	s	ɛ	k	CVC	CVC.CVC	+OVA	daʊpsɛk
d	aʊ	p	CVC	s	ɛ	s	CVC	CVC.CVC	+OVA	daʊpsɛs
d	aʊ	p	CVC	s	æ	m	CVC	CVC.CVC	+OVA	daʊpsæm
d	aʊ	p	CVC	s	æ	n	CVC	CVC.CVC	+OVA	daʊpsæn
d	aʊ	p	CVC	s	æ	ŋ	CVC	CVC.CVC	+OVA	daʊpsæŋ
d	aʊ	p	CVC	s	æ	t	CVC	CVC.CVC	+OVA	daʊpsæt
d	aʊ	p	CVC	s	æ	k	CVC	CVC.CVC	+OVA	daʊpsæk
d	aʊ	p	CVC	s	æ	s	CVC	CVC.CVC	+OVA	daʊpsæs
d	aʊ	t	CVC	p	ɪ	m	CVC	CVC.CVC	+OVA	daʊtpɪm
d	aʊ	t	CVC	p	ɪ	n	CVC	CVC.CVC	+OVA	daʊtpɪn
d	aʊ	t	CVC	p	ɪ	ŋ	CVC	CVC.CVC	+OVA	daʊtpɪŋ
d	aʊ	t	CVC	p	ɪ	p	CVC	CVC.CVC	+OVA	daʊtpɪp
d	aʊ	t	CVC	p	ɪ	k	CVC	CVC.CVC	+OVA	daʊtpɪk
d	aʊ	t	CVC	p	ɪ	s	CVC	CVC.CVC	+OVA	daʊtpɪs
d	aʊ	t	CVC	p	ʊ	m	CVC	CVC.CVC	+OVA	daʊtpʊm
d	aʊ	t	CVC	p	ʊ	n	CVC	CVC.CVC	+OVA	daʊtpʊn
d	aʊ	t	CVC	p	ʊ	ŋ	CVC	CVC.CVC	+OVA	daʊtpʊŋ
d	aʊ	t	CVC	p	ʊ	p	CVC	CVC.CVC	+OVA	daʊtpʊp
d	aʊ	t	CVC	p	ʊ	k	CVC	CVC.CVC	+OVA	daʊtpʊk
d	aʊ	t	CVC	p	ʊ	s	CVC	CVC.CVC	+OVA	daʊtpʊs
d	aʊ	t	CVC	p	ɛ	m	CVC	CVC.CVC	+OVA	daʊtpɛm
d	aʊ	t	CVC	p	ɛ	n	CVC	CVC.CVC	+OVA	daʊtpɛn
d	aʊ	t	CVC	p	ɛ	ŋ	CVC	CVC.CVC	+OVA	daʊtpɛŋ
d	aʊ	t	CVC	p	ɛ	p	CVC	CVC.CVC	+OVA	daʊtpɛp
d	aʊ	t	CVC	p	ɛ	k	CVC	CVC.CVC	+OVA	daʊtpɛk
d	aʊ	t	CVC	p	ɛ	s	CVC	CVC.CVC	+OVA	daʊtpɛs
d	aʊ	t	CVC	p	æ	m	CVC	CVC.CVC	+OVA	daʊtpæm
d	aʊ	t	CVC	p	æ	n	CVC	CVC.CVC	+OVA	daʊtpæn
d	aʊ	t	CVC	p	æ	ŋ	CVC	CVC.CVC	+OVA	daʊtpæŋ
d	aʊ	t	CVC	p	æ	p	CVC	CVC.CVC	+OVA	daʊtpæp
d	aʊ	t	CVC	p	æ	k	CVC	CVC.CVC	+OVA	daʊtpæk
d	aʊ	t	CVC	p	æ	s	CVC	CVC.CVC	+OVA	daʊtpæs
d	aʊ	t	CVC	k	ɪ	m	CVC	CVC.CVC	+OVA	daʊtkɪm
d	aʊ	t	CVC	k	ɪ	n	CVC	CVC.CVC	+OVA	daʊtkɪn
d	aʊ	t	CVC	k	ɪ	ŋ	CVC	CVC.CVC	+OVA	daʊtkɪŋ
d	aʊ	t	CVC	k	ɪ	p	CVC	CVC.CVC	+OVA	daʊtkɪp
d	aʊ	t	CVC	k	ɪ	k	CVC	CVC.CVC	+OVA	daʊtkɪk
d	aʊ	t	CVC	k	ɪ	s	CVC	CVC.CVC	+OVA	daʊtkɪs
d	aʊ	t	CVC	k	ʊ	m	CVC	CVC.CVC	+OVA	daʊtkʊm
d	aʊ	t	CVC	k	ʊ	n	CVC	CVC.CVC	+OVA	daʊtkʊn
d	aʊ	t	CVC	k	ʊ	ŋ	CVC	CVC.CVC	+OVA	daʊtkʊŋ
d	aʊ	t	CVC	k	ʊ	p	CVC	CVC.CVC	+OVA	daʊtkʊp
d	aʊ	t	CVC	k	ʊ	k	CVC	CVC.CVC	+OVA	daʊtkʊk
d	aʊ	t	CVC	k	ʊ	s	CVC	CVC.CVC	+OVA	daʊtkʊs
d	aʊ	t	CVC	k	ɛ	m	CVC	CVC.CVC	+OVA	daʊtkɛm
d	aʊ	t	CVC	k	ɛ	n	CVC	CVC.CVC	+OVA	daʊtkɛn
d	aʊ	t	CVC	k	ɛ	ŋ	CVC	CVC.CVC	+OVA	daʊtkɛŋ
d	aʊ	t	CVC	k	ɛ	p	CVC	CVC.CVC	+OVA	daʊtkɛp
d	aʊ	t	CVC	k	ɛ	k	CVC	CVC.CVC	+OVA	daʊtkɛk
d	aʊ	t	CVC	k	ɛ	s	CVC	CVC.CVC	+OVA	daʊtkɛs
d	aʊ	t	CVC	k	æ	m	CVC	CVC.CVC	+OVA	daʊtkæm
d	aʊ	t	CVC	k	æ	n	CVC	CVC.CVC	+OVA	daʊtkæn
d	aʊ	t	CVC	k	æ	ŋ	CVC	CVC.CVC	+OVA	daʊtkæŋ
d	aʊ	t	CVC	k	æ	p	CVC	CVC.CVC	+OVA	daʊtkæp
d	aʊ	t	CVC	k	æ	k	CVC	CVC.CVC	+OVA	daʊtkæk
d	aʊ	t	CVC	k	æ	s	CVC	CVC.CVC	+OVA	daʊtkæs
d	aʊ	t	CVC	b	ɪ	m	CVC	CVC.CVC	-OVA	daʊtbɪm
d	aʊ	t	CVC	b	ɪ	n	CVC	CVC.CVC	-OVA	daʊtbɪn
d	aʊ	t	CVC	b	ɪ	ŋ	CVC	CVC.CVC	-OVA	daʊtbɪŋ
d	aʊ	t	CVC	b	ɪ	p	CVC	CVC.CVC	-OVA	daʊtbɪp
d	aʊ	t	CVC	b	ɪ	k	CVC	CVC.CVC	-OVA	daʊtbɪk
d	aʊ	t	CVC	b	ɪ	s	CVC	CVC.CVC	-OVA	daʊtbɪs
d	aʊ	t	CVC	b	ʊ	m	CVC	CVC.CVC	-OVA	daʊtbʊm
d	aʊ	t	CVC	b	ʊ	n	CVC	CVC.CVC	-OVA	daʊtbʊn
d	aʊ	t	CVC	b	ʊ	ŋ	CVC	CVC.CVC	-OVA	daʊtbʊŋ
d	aʊ	t	CVC	b	ʊ	p	CVC	CVC.CVC	-OVA	daʊtbʊp
